"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0E870","2020-02-03 23:00:00","34.000","21.000","1.900","16.600","0.820","1020.200","","0.000","-99.000","-99.000","-99.000","19.900","","11.300",""
"C0V490","2020-02-03 23:00:00","20.000","353.000","1.700","17.600","0.990","1018.600","","0.000","-99.000","-99.000","-99.000","23.400","","16.800",""
"C0M710","2020-02-03 23:00:00","15.000","12.000","2.300","16.400","0.870","1019.300","","0.000","-99.000","-99.000","-99.000","20.700","","14.500",""
"C0D570","2020-02-03 23:00:00","15.000","14.000","0.400","16.200","0.860","1021.100","","0.000","-99.000","-99.000","-99.000","20.800","","12.100",""
"C0S910","2020-02-03 23:00:00","212.000","84.000","2.500","20.100","0.760","997.600","","0.000","8.000","79.000","","22.100","","18.500",""
"C0M650","2020-02-03 23:00:00","20.000","15.000","2.000","16.000","0.890","1018.900","","0.000","-99.000","-99.000","-99.000","22.300","","13.500",""
"C0K280","2020-02-03 23:00:00","23.000","5.000","2.400","16.100","0.910","1020.700","","0.000","-99.000","-99.000","-99.000","22.800","","14.000",""
"C0X310","2020-02-03 23:00:00","9.000","19.000","4.400","16.800","0.860","1020.600","","0.000","-99.000","-99.000","-99.000","20.100","","14.000",""
"C0A9C0","2020-02-03 23:00:00","35.000","265.000","1.000","17.100","0.820","1019.200","","0.000","-99.000","-99.000","-99.000","21.300","","14.000",""
"C0V810","2020-02-03 23:00:00","32.000","45.000","1.100","17.000","1.000","-99.000","","0.000","-99.000","-99.000","-99.000","23.000","","16.100",""
"C0V770","2020-02-03 23:00:00","26.000","40.000","0.700","16.600","0.870","1017.400","","0.000","-99.000","-99.000","-99.000","25.100","","13.400",""
"C0UA10","2020-02-03 23:00:00","1711.000","0.000","0.000","7.500","1.000","836.700","","5.500","-99.000","-99.000","-99.000","14.300","","3.300",""
"C0R660","2020-02-03 23:00:00","20.000","80.000","0.700","17.400","0.830","1018.900","","0.000","-99.000","-99.000","-99.000","23.500","","14.400",""
"C0M640","2020-02-03 23:00:00","155.000","304.000","0.800","14.400","0.990","1002.300","","0.000","-99.000","-99.000","-99.000","22.400","","12.000",""
"C0S660","2020-02-03 23:00:00","794.000","218.000","1.100","12.200","0.950","934.000","","0.000","-99.000","-99.000","-99.000","17.500","","9.000",""
"C0G900","2020-02-03 23:00:00","20.000","29.000","3.200","17.200","0.880","1017.800","","0.000","10.100","6.000","","20.100","","15.700",""
"C0AD40","2020-02-03 23:00:00","32.000","0.000","0.100","15.800","0.940","1019.100","","0.000","-99.000","-99.000","-99.000","21.600","","12.400",""
"C0UA00","2020-02-03 23:00:00","392.000","0.000","0.000","14.500","0.970","978.000","","0.000","-99.000","-99.000","-99.000","21.400","","10.000",""
"C0I080","2020-02-03 23:00:00","536.000","254.000","0.300","13.400","0.830","962.200","","0.000","-99.000","-99.000","-99.000","21.700","","10.200",""
"C0UA30","2020-02-03 23:00:00","1397.000","0.000","0.000","9.100","1.000","866.500","","1.500","-99.000","-99.000","-99.000","13.500","","7.400",""
"C0Z270","2020-02-03 23:00:00","343.000","252.000","2.200","16.000","0.930","982.700","","0.000","-99.000","-99.000","-99.000","20.100","","13.300",""
"C0G750","2020-02-03 23:00:00","31.000","351.000","2.300","16.100","0.850","1018.600","","0.000","-99.000","-99.000","-99.000","21.100","","13.400",""
"C0A550","2020-02-03 23:00:00","422.000","0.000","0.000","14.000","1.000","973.700","","17.500","-99.000","-99.000","-99.000","19.000","","8.400",""
"C0G830","2020-02-03 23:00:00","27.000","352.000","3.400","16.100","0.920","1016.300","","0.000","-99.000","-99.000","-99.000","21.200","","13.600",""
"C0E810","2020-02-03 23:00:00","53.000","9.000","2.600","15.600","0.900","1016.500","","0.000","-99.000","-99.000","-99.000","20.400","","10.600",""
"C0R640","2020-02-03 23:00:00","21.000","43.000","2.400","18.000","0.880","1018.800","","0.000","-99.000","-99.000","-99.000","23.600","","15.300",""
"C0D580","2020-02-03 23:00:00","120.000","0.000","0.000","15.500","0.880","1008.300","","0.000","-99.000","-99.000","-99.000","22.100","","10.300",""
"C0M660","2020-02-03 23:00:00","40.000","349.000","1.900","15.900","0.890","1016.800","","0.000","-99.000","-99.000","-99.000","21.900","","12.600",""
"C0K330","2020-02-03 23:00:00","38.000","334.000","1.800","15.600","0.900","1016.100","","0.000","-99.000","-99.000","-99.000","22.400","","12.700",""
"C0E830","2020-02-03 23:00:00","37.000","27.000","2.800","16.900","0.810","1017.500","","0.000","-99.000","-99.000","-99.000","19.800","","14.400",""
"C0X290","2020-02-03 23:00:00","10.000","27.000","4.700","16.900","0.890","1019.600","","0.000","-99.000","-99.000","-99.000","20.100","","14.200",""
"C0U760","2020-02-03 23:00:00","22.000","290.000","0.700","17.600","0.840","1020.800","","11.000","-99.000","-99.000","-99.000","23.000","","13.200",""
"C0U780","2020-02-03 23:00:00","15.000","304.000","1.100","17.100","0.990","1021.100","","0.000","-99.000","-99.000","-99.000","21.200","","14.000",""
"C0H9C0","2020-02-03 23:00:00","3402.000","174.000","0.700","-2.400","0.830","676.300","","0.000","-99.000","-99.000","-99.000","-0.300","","-4.500",""
"C0V650","2020-02-03 23:00:00","28.000","42.000","2.700","16.400","0.920","1019.200","","0.000","-99.000","-99.000","-99.000","23.900","","13.300",""
"C0R720","2020-02-03 23:00:00","214.000","346.000","3.700","19.000","0.740","996.300","","0.000","-99.000","-99.000","-99.000","21.200","","17.300",""
"C0K470","2020-02-03 23:00:00","97.000","0.000","0.000","14.400","0.990","1009.200","","0.000","-99.000","-99.000","-99.000","22.600","","11.200",""
"C0T9N0","2020-02-03 23:00:00","261.000","82.000","0.300","16.000","0.950","992.600","","0.000","-99.000","-99.000","-99.000","22.100","","11.700",""
"CM0180","2020-02-03 23:00:00","313.000","0.000","0.200","14.700","0.740","985.300","","0.000","-99.000","-99.000","-99.000","25.200","","11.500",""
"C0Z070","2020-02-03 23:00:00","247.000","0.000","0.000","15.600","0.990","993.200","","0.000","-99.000","-99.000","-99.000","21.600","","11.800",""
"C0Z280","2020-02-03 23:00:00","224.000","0.000","0.200","15.900","0.990","997.500","","0.000","-99.000","-99.000","-99.000","22.300","","11.900",""
"C0SA40","2020-02-03 23:00:00","200.000","0.000","0.000","16.300","0.960","999.600","","0.000","-99.000","-99.000","-99.000","22.000","","12.400",""
"C0V440","2020-02-03 23:00:00","27.000","345.000","1.900","16.700","0.840","1017.200","","0.000","-99.000","-99.000","-99.000","24.900","","13.200",""
"C0R490","2020-02-03 23:00:00","49.000","343.000","1.400","17.200","0.870","1014.300","","0.000","-99.000","-99.000","-99.000","25.200","","13.700",""
"C0B010","2020-02-03 23:00:00","38.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X230","2020-02-03 23:00:00","29.000","348.000","2.600","15.400","0.920","1018.700","","0.000","-99.000","-99.000","-99.000","22.700","","11.700",""
"C0S770","2020-02-03 23:00:00","375.000","306.000","0.700","14.800","0.960","978.600","","2.000","-99.000","-99.000","-99.000","20.900","","13.400",""
"C0H890","2020-02-03 23:00:00","440.000","191.000","0.400","14.600","0.850","969.500","","0.000","-99.000","-99.000","-99.000","21.700","","9.400",""
"C0K480","2020-02-03 23:00:00","56.000","346.000","2.700","15.400","0.990","1014.000","","0.000","-99.000","-99.000","-99.000","21.900","","12.300",""
"C0R540","2020-02-03 23:00:00","17.000","40.000","1.200","17.800","0.850","1018.300","","0.000","-99.000","-99.000","-99.000","24.300","","13.600",""
"C0Z160","2020-02-03 23:00:00","124.000","290.000","1.100","16.500","0.910","1008.800","","4.500","-99.000","-99.000","-99.000","22.300","","11.900",""
"C0AH50","2020-02-03 23:00:00","275.000","5.000","1.200","-99.000","-99.000","990.600","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F850","2020-02-03 23:00:00","379.000","303.000","0.900","14.100","0.940","977.300","","0.000","-99.000","-99.000","-99.000","20.900","","9.700",""
"C0G800","2020-02-03 23:00:00","15.000","29.000","5.600","16.400","0.900","1019.600","","0.000","10.900","27.000","","20.800","","13.600",""
"C0U890","2020-02-03 23:00:00","116.000","241.000","1.400","16.200","0.990","1010.100","","4.500","-99.000","-99.000","-99.000","20.200","","13.300",""
"C0F860","2020-02-03 23:00:00","2215.000","0.000","0.000","3.800","1.000","783.700","","0.000","-99.000","-99.000","-99.000","12.800","","3.000",""
"CM0170","2020-02-03 23:00:00","106.000","97.000","1.800","15.400","0.950","1009.400","","0.000","-99.000","-99.000","-99.000","22.300","","11.800",""
"C0B020","2020-02-03 23:00:00","86.000","10.000","5.500","15.900","0.950","1010.700","","7.000","11.700","20.000","","19.100","","14.200",""
"C0I390","2020-02-03 23:00:00","1184.000","0.000","0.200","11.600","0.910","891.200","","0.000","-99.000","-99.000","-99.000","17.600","","7.200",""
"C0T9D0","2020-02-03 23:00:00","7.000","0.000","0.000","16.800","0.980","1021.700","","1.000","-99.000","-99.000","-99.000","23.600","","15.500",""
"C0E520","2020-02-03 23:00:00","320.000","79.000","0.500","14.200","0.960","985.800","","0.000","-99.000","-99.000","-99.000","21.100","","7.700",""
"C0C460","2020-02-03 23:00:00","482.000","0.000","0.000","13.000","0.970","967.500","","1.000","-99.000","-99.000","-99.000","19.500","","11.400",""
"C0AI40","2020-02-03 23:00:00","37.000","256.000","1.400","16.700","0.800","1018.900","","0.000","-99.000","-99.000","-99.000","21.500","","14.900",""
"C0O930","2020-02-03 23:00:00","69.000","0.000","0.000","13.700","1.000","1013.700","","0.000","-99.000","-99.000","-99.000","26.100","","9.200",""
"C0T870","2020-02-03 23:00:00","135.000","4.000","0.300","14.600","0.990","1006.200","","0.000","-99.000","-99.000","-99.000","21.900","","9.900",""
"C0A920","2020-02-03 23:00:00","196.000","51.000","2.400","14.400","0.990","999.400","","15.500","-99.000","-99.000","-99.000","18.300","","14.000",""
"C0A940","2020-02-03 23:00:00","49.000","57.000","0.900","15.500","0.990","1017.600","","5.000","-99.000","-99.000","-99.000","19.600","","13.000",""
"C0S740","2020-02-03 23:00:00","289.000","0.000","0.100","15.800","0.960","990.100","","0.000","-99.000","-99.000","-99.000","21.500","","12.400",""
"C0U980","2020-02-03 23:00:00","573.000","325.000","2.300","13.000","1.000","957.300","","7.500","-99.000","-99.000","-99.000","18.000","","10.900",""
"C0V250","2020-02-03 23:00:00","298.000","95.000","0.900","12.300","0.940","986.000","","0.000","-99.000","-99.000","-99.000","24.200","","9.000",""
"C0AH70","2020-02-03 23:00:00","34.000","82.000","1.700","16.900","0.790","1019.300","","0.000","-99.000","-99.000","-99.000","22.100","","14.800",""
"C0M760","2020-02-03 23:00:00","40.000","351.000","0.800","16.100","0.860","1016.400","","0.000","-99.000","-99.000","-99.000","22.700","","12.600",""
"C0O950","2020-02-03 23:00:00","4.000","0.000","0.100","16.100","0.930","1019.300","","0.000","-99.000","-99.000","-99.000","22.900","","13.000",""
"C0A9F0","2020-02-03 23:00:00","35.000","0.000","0.100","17.000","0.860","1019.200","","0.000","-99.000","-99.000","-99.000","22.600","","14.400",""
"C0I460","2020-02-03 23:00:00","110.000","28.000","0.900","16.000","0.870","1008.200","","0.000","-99.000","-99.000","-99.000","22.600","","11.500",""
"C0W160","2020-02-03 23:00:00","49.000","46.000","17.300","11.400","0.890","1013.600","","0.000","-99.000","-99.000","-99.000","13.000","","11.300",""
"C0E420","2020-02-03 23:00:00","19.000","31.000","2.600","16.100","0.800","1018.300","","0.000","-99.000","-99.000","-99.000","20.100","","12.100",""
"C0R190","2020-02-03 23:00:00","32.000","0.000","0.000","15.500","0.980","1016.300","","0.000","-99.000","-99.000","-99.000","26.000","","11.600",""
"C0I010","2020-02-03 23:00:00","1562.000","117.000","2.200","8.600","0.970","852.500","","0.000","-99.000","-99.000","-99.000","17.400","","8.100",""
"C0F930","2020-02-03 23:00:00","100.000","1.000","0.500","16.500","0.940","1009.700","","0.000","-99.000","-99.000","-99.000","21.800","","13.800",""
"C0X180","2020-02-03 23:00:00","62.000","83.000","0.300","15.400","0.990","1012.900","","0.000","-99.000","-99.000","-99.000","24.300","","11.500",""
"C0ACA0","2020-02-03 23:00:00","25.000","0.000","0.100","16.700","0.880","1019.000","","0.000","-99.000","-99.000","-99.000","22.000","","14.900",""
"C0X260","2020-02-03 23:00:00","39.000","9.000","1.700","15.900","0.910","1016.700","","0.000","-99.000","-99.000","-99.000","22.900","","11.800",""
"C0K500","2020-02-03 23:00:00","12.000","6.000","2.800","16.000","0.900","1018.500","","0.000","-99.000","-99.000","-99.000","21.400","","13.800",""
"CM0010","2020-02-03 23:00:00","68.000","44.000","1.300","16.000","0.870","1015.200","","5.500","-99.000","-99.000","-99.000","20.600","","12.900",""
"C0O990","2020-02-03 23:00:00","18.000","49.000","0.400","15.800","0.990","1018.300","","0.000","-99.000","-99.000","-99.000","24.800","","10.500",""
"C0E430","2020-02-03 23:00:00","258.000","0.000","0.000","14.400","0.920","995.600","","0.000","-99.000","-99.000","-99.000","20.900","","10.300",""
"C0D390","2020-02-03 23:00:00","146.000","0.000","0.000","15.300","0.900","1003.400","","0.000","-99.000","-99.000","-99.000","21.700","","11.500",""
"C0T9F0","2020-02-03 23:00:00","251.000","353.000","0.500","17.100","0.840","993.000","","0.000","-99.000","-99.000","-99.000","23.700","","13.900",""
"C0R350","2020-02-03 23:00:00","35.000","16.000","1.700","21.000","0.740","1016.600","","0.000","-99.000","-99.000","-99.000","24.000","","17.300",""
"C0K550","2020-02-03 23:00:00","15.000","5.000","1.500","16.200","0.860","1019.500","","21.500","-99.000","-99.000","-99.000","23.100","","13.600",""
"C0C670","2020-02-03 23:00:00","250.000","39.000","1.500","13.200","0.950","993.500","","0.000","-99.000","-99.000","-99.000","19.000","","12.100",""
"C0A980","2020-02-03 23:00:00","11.000","-99.000","-99.000","16.400","0.850","1022.500","","0.000","-99.000","-99.000","-99.000","21.500","","14.200",""
"C0UA60","2020-02-03 23:00:00","566.000","165.000","1.200","13.600","0.980","956.300","","8.000","-99.000","-99.000","-99.000","18.500","","11.100",""
"C0V720","2020-02-03 23:00:00","15.000","52.000","1.600","18.200","0.850","1019.000","","0.000","-99.000","-99.000","-99.000","25.200","","15.500",""
"C0C480","2020-02-03 23:00:00","105.000","0.000","0.000","15.900","0.830","1010.400","","0.000","-99.000","-99.000","-99.000","20.600","","14.200",""
"C0S900","2020-02-03 23:00:00","27.000","92.000","4.900","21.200","0.610","1018.400","","0.000","-99.000","-99.000","-99.000","23.300","","18.800",""
"C0SA00","2020-02-03 23:00:00","466.000","296.000","2.200","14.800","0.980","968.200","","0.000","-99.000","-99.000","-99.000","20.800","","12.000",""
"C0V730","2020-02-03 23:00:00","33.000","328.000","1.400","17.500","0.990","1017.500","","0.000","-99.000","-99.000","-99.000","25.000","","15.400",""
"C0G730","2020-02-03 23:00:00","27.000","16.000","3.400","16.000","0.930","1019.000","","0.000","-99.000","-99.000","-99.000","20.300","","13.200",""
"C0Z300","2020-02-03 23:00:00","182.000","145.000","0.500","15.900","0.990","1002.400","","0.500","-99.000","-99.000","-99.000","21.600","","11.600",""
"C0H9A0","2020-02-03 23:00:00","1595.000","261.000","0.700","6.700","0.970","849.800","","0.000","-99.000","-99.000","-99.000","17.300","","5.500",""
"C0S840","2020-02-03 23:00:00","22.000","268.000","2.500","17.600","0.860","1020.600","","0.000","-99.000","-99.000","-99.000","23.700","","15.400",""
"C0Z150","2020-02-03 23:00:00","27.000","291.000","0.700","18.200","0.930","1019.500","","0.000","-99.000","-99.000","-99.000","21.800","","13.200",""
"C0W170","2020-02-03 23:00:00","42.000","21.000","7.400","10.400","0.880","1019.400","","3.000","13.500","29.000","","12.000","","9.900",""
"C0E540","2020-02-03 23:00:00","32.000","40.000","3.500","16.700","0.830","1018.800","","0.000","-99.000","-99.000","-99.000","21.200","","11.100",""
"C0D660","2020-02-03 23:00:00","65.000","44.000","2.200","16.100","0.830","1014.900","","0.000","-99.000","-99.000","-99.000","20.100","","13.800",""
"C0U650","2020-02-03 23:00:00","442.000","0.000","0.100","14.200","0.950","971.300","","7.000","-99.000","-99.000","-99.000","20.700","","12.500",""
"C0G810","2020-02-03 23:00:00","26.000","337.000","2.500","16.700","0.870","1017.900","","0.000","-99.000","-99.000","-99.000","22.700","","14.300",""
"C0F9Z0","2020-02-03 23:00:00","3193.000","190.000","3.200","-1.200","0.800","696.200","","0.000","-99.000","-99.000","-99.000","5.800","","-3.600",""
"C0M410","2020-02-03 23:00:00","245.000","348.000","0.800","14.300","0.830","988.500","","0.000","-99.000","-99.000","-99.000","26.100","","10.200",""
"C0I410","2020-02-03 23:00:00","180.000","2.000","1.500","14.700","0.910","999.500","","0.000","-99.000","-99.000","-99.000","23.200","","11.500",""
"C0R840","2020-02-03 23:00:00","536.000","46.000","3.800","15.600","-99.000","959.500","","0.000","-99.000","-99.000","-99.000","20.300","","13.700",""
"C0K250","2020-02-03 23:00:00","12.000","17.000","3.100","15.800","0.890","1019.900","","0.000","-99.000","-99.000","-99.000","22.800","","12.900",""
"C0AH80","2020-02-03 23:00:00","68.000","0.000","0.000","15.500","0.980","1013.900","","2.000","-99.000","-99.000","-99.000","20.700","","11.100",""
"C0V640","2020-02-03 23:00:00","35.000","55.000","2.400","16.100","0.960","1016.700","","0.000","-99.000","-99.000","-99.000","24.100","","13.400",""
"C0S920","2020-02-03 23:00:00","98.000","302.000","0.400","18.000","0.830","1005.700","","0.000","-99.000","-99.000","-99.000","24.000","","14.600",""
"C0S830","2020-02-03 23:00:00","288.000","258.000","1.200","19.100","0.640","990.200","","0.500","-99.000","-99.000","-99.000","25.400","","15.900",""
"C0V800","2020-02-03 23:00:00","256.000","274.000","0.700","16.200","0.880","989.400","","0.000","-99.000","-99.000","-99.000","24.000","","11.600",""
"C0R140","2020-02-03 23:00:00","740.000","141.000","0.700","14.300","0.750","938.800","","0.000","-99.000","-99.000","-99.000","20.200","","12.700",""
"C0K410","2020-02-03 23:00:00","20.000","6.000","2.700","16.100","0.850","1017.700","","0.000","-99.000","-99.000","-99.000","21.700","","13.900",""
"C0F000","2020-02-03 23:00:00","273.000","22.000","2.200","14.300","0.990","987.200","","0.000","-99.000","-99.000","-99.000","19.100","","13.400",""
"C0W150","2020-02-03 23:00:00","42.000","46.000","5.900","13.300","0.750","1019.000","","0.000","11.400","62.000","","15.900","","12.400",""
"C0AH90","2020-02-03 23:00:00","660.000","0.000","0.000","12.300","0.990","949.400","","3.500","-99.000","-99.000","-99.000","17.500","","5.100",""
"C0F9K0","2020-02-03 23:00:00","30.000","26.000","2.400","16.400","0.850","1017.100","","0.000","-99.000","-99.000","-99.000","19.200","","14.000",""
"C0H990","2020-02-03 23:00:00","3076.000","229.000","2.100","-0.200","0.720","706.600","","0.000","-99.000","-99.000","-99.000","6.500","","-2.700",""
"C0V260","2020-02-03 23:00:00","126.000","0.000","0.000","14.100","0.970","1006.000","","0.000","-99.000","-99.000","-99.000","26.300","","11.100",""
"C0S970","2020-02-03 23:00:00","19.000","303.000","3.100","18.900","0.770","1019.100","","0.000","-99.000","-99.000","-99.000","22.900","","16.900",""
"C0U940","2020-02-03 23:00:00","25.000","278.000","1.100","16.600","0.990","1020.500","","2.000","-99.000","-99.000","-99.000","22.100","","12.700",""
"C0A860","2020-02-03 23:00:00","362.000","19.000","3.800","13.800","1.000","980.100","","46.500","-99.000","-99.000","-99.000","19.100","","11.400",""
"C0I480","2020-02-03 23:00:00","2165.000","0.000","0.000","3.500","0.970","791.200","","0.000","-99.000","-99.000","-99.000","10.800","","1.300",""
"C0G910","2020-02-03 23:00:00","42.000","347.000","3.400","16.200","0.900","1017.200","","0.000","-99.000","-99.000","-99.000","21.100","","14.100",""
"C0X080","2020-02-03 23:00:00","2.000","18.000","1.400","15.500","0.970","1020.400","","0.000","-99.000","-99.000","-99.000","24.000","","10.500",""
"C0AH00","2020-02-03 23:00:00","38.000","71.000","1.000","16.000","1.000","1017.800","","4.500","-99.000","-99.000","-99.000","20.900","","12.800",""
"C0V700","2020-02-03 23:00:00","24.000","33.000","1.700","17.800","0.850","1017.200","","0.000","-99.000","-99.000","-99.000","24.200","","16.900",""
"C0AD00","2020-02-03 23:00:00","86.000","57.000","2.000","15.900","0.950","1013.200","","4.000","7.400","39.000","","19.200","","15.100",""
"C0O900","2020-02-03 23:00:00","9.000","40.000","1.500","16.100","0.990","1019.800","","0.000","-99.000","-99.000","-99.000","23.800","","11.400",""
"C0R570","2020-02-03 23:00:00","37.000","358.000","1.700","17.200","0.880","1015.000","","0.000","-99.000","-99.000","-99.000","25.500","","13.900",""
"C0AG90","2020-02-03 23:00:00","25.000","0.000","0.000","16.600","0.930","1020.300","","0.000","-99.000","-99.000","-99.000","33.200","","13.800",""
"C0V760","2020-02-03 23:00:00","30.000","70.000","1.500","16.800","1.000","1017.400","","0.000","-99.000","-99.000","-99.000","25.500","","13.900",""
"C0T9I0","2020-02-03 23:00:00","152.000","206.000","1.800","16.600","0.850","1005.200","","4.500","-99.000","-99.000","-99.000","21.500","","13.800",""
"C0O980","2020-02-03 23:00:00","18.000","0.000","0.100","15.200","0.980","1019.700","","0.000","-99.000","-99.000","-99.000","25.400","","10.400",""
"C0R270","2020-02-03 23:00:00","51.000","18.000","2.300","18.200","0.900","1013.500","","0.000","-99.000","-99.000","-99.000","24.800","","16.500",""
"C0T9H0","2020-02-03 23:00:00","725.000","201.000","0.900","14.300","0.920","939.900","","0.000","-99.000","-99.000","-99.000","21.000","","11.500",""
"C0A660","2020-02-03 23:00:00","97.000","31.000","1.400","15.600","0.980","1010.700","","48.500","-99.000","-99.000","-99.000","20.000","","11.800",""
"C0A890","2020-02-03 23:00:00","40.000","0.000","0.000","-99.000","1.000","-99.000","","13.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0O840","2020-02-03 23:00:00","134.000","87.000","0.300","14.600","1.000","1003.100","","0.000","-99.000","-99.000","-99.000","23.100","","11.300",""
"C0R530","2020-02-03 23:00:00","16.000","21.000","1.300","17.700","0.790","1018.700","","0.000","-99.000","-99.000","-99.000","23.000","","14.200",""
"C0G870","2020-02-03 23:00:00","12.000","20.000","2.900","17.000","0.820","1020.900","","0.000","-99.000","-99.000","-99.000","20.500","","14.000",""
"C0M820","2020-02-03 23:00:00","980.000","67.000","0.700","11.600","0.780","911.000","","0.000","-99.000","-99.000","-99.000","17.800","","8.500",""
"C0F9S0","2020-02-03 23:00:00","43.000","359.000","2.800","16.900","0.790","1016.700","","0.000","-99.000","-99.000","-99.000","22.300","","13.700",""
"C0R160","2020-02-03 23:00:00","45.000","13.000","1.200","15.900","0.990","1014.700","","0.000","-99.000","-99.000","-99.000","25.000","","12.400",""
"C0A950","2020-02-03 23:00:00","60.000","24.000","8.900","16.500","1.000","1015.600","","22.500","-99.000","-99.000","-99.000","19.000","","16.000",""
"C0F9L0","2020-02-03 23:00:00","253.000","53.000","2.200","15.200","0.910","991.400","","0.000","-99.000","-99.000","-99.000","21.000","","14.100",""
"C0V530","2020-02-03 23:00:00","34.000","52.000","1.200","15.800","1.000","1016.300","","0.000","-99.000","-99.000","-99.000","24.500","","11.200",""
"C0AI10","2020-02-03 23:00:00","76.000","0.000","0.000","15.400","0.990","1013.100","","7.000","-99.000","-99.000","-99.000","21.700","","13.100",""
"C0F9U0","2020-02-03 23:00:00","74.000","40.000","2.200","17.100","0.810","1012.400","","0.000","-99.000","-99.000","-99.000","22.600","","14.200",""
"C0V680","2020-02-03 23:00:00","40.000","37.000","0.500","16.600","0.900","1015.800","","0.000","-99.000","-99.000","-99.000","24.600","","14.200",""
"C0Z290","2020-02-03 23:00:00","946.000","0.000","0.000","12.400","0.950","915.700","","0.000","-99.000","-99.000","-99.000","15.700","","9.900",""
"CM0120","2020-02-03 23:00:00","4.000","35.000","5.400","17.500","0.760","1020.700","","0.000","12.400","46.000","","19.600","","15.900",""
"C0G760","2020-02-03 23:00:00","53.000","309.000","0.800","15.300","0.990","1017.400","","0.000","-99.000","-99.000","-99.000","22.900","","12.000",""
"C0K450","2020-02-03 23:00:00","35.000","341.000","2.900","16.000","0.820","1016.100","","0.000","-99.000","-99.000","-99.000","22.300","","13.400",""
"C0E820","2020-02-03 23:00:00","220.000","57.000","1.800","14.600","0.890","996.700","","0.000","-99.000","-99.000","-99.000","20.300","","8.900",""
"C0A530","2020-02-03 23:00:00","300.000","0.000","0.000","-99.000","0.990","987.300","","1.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M520","2020-02-03 23:00:00","15.000","23.000","2.600","15.900","0.880","1018.600","","0.000","-99.000","-99.000","-99.000","22.300","","12.000",""
"C0K240","2020-02-03 23:00:00","1132.000","124.000","3.500","11.500","0.920","896.600","","0.000","-99.000","-99.000","-99.000","18.100","","9.400",""
"C0V210","2020-02-03 23:00:00","734.000","0.000","0.000","10.900","0.840","938.700","","0.000","-99.000","-99.000","-99.000","22.300","","8.000",""
"C0Z320","2020-02-03 23:00:00","646.000","277.000","1.200","10.400","1.000","948.200","","0.000","-99.000","-99.000","-99.000","19.400","","8.500",""
"C0R600","2020-02-03 23:00:00","766.000","25.000","0.500","15.900","0.800","933.200","","0.000","-99.000","-99.000","-99.000","20.400","","14.400",""
"C0C650","2020-02-03 23:00:00","208.000","38.000","1.200","13.600","0.920","997.900","","0.000","-99.000","-99.000","-99.000","18.400","","11.600",""
"C0T820","2020-02-03 23:00:00","550.000","0.000","0.100","13.200","0.920","962.800","","0.000","-99.000","-99.000","-99.000","19.500","","10.500",""
"C0S890","2020-02-03 23:00:00","238.000","0.000","0.000","16.300","0.990","997.700","","1.000","-99.000","-99.000","-99.000","21.700","","12.900",""
"C0G840","2020-02-03 23:00:00","32.000","351.000","1.000","15.500","0.940","1017.000","","0.000","-99.000","-99.000","-99.000","22.600","","12.100",""
"C0V710","2020-02-03 23:00:00","34.000","31.000","1.700","18.000","0.850","1016.400","","0.000","-99.000","-99.000","-99.000","23.600","","16.800",""
"C0X140","2020-02-03 23:00:00","17.000","44.000","1.400","16.300","0.920","1018.000","","0.000","-99.000","-99.000","-99.000","24.000","","14.000",""
"C0C680","2020-02-03 23:00:00","228.000","350.000","1.900","14.400","0.890","994.400","","0.000","-99.000","-99.000","-99.000","20.600","","12.800",""
"C0D360","2020-02-03 23:00:00","523.000","0.000","0.000","13.200","0.980","960.300","","0.000","-99.000","-99.000","-99.000","20.500","","9.700",""
"C0C710","2020-02-03 23:00:00","143.000","303.000","1.300","14.600","0.990","1006.800","","0.500","-99.000","-99.000","-99.000","20.600","","10.900",""
"C0Z190","2020-02-03 23:00:00","62.000","318.000","0.900","16.800","1.000","1014.400","","9.000","-99.000","-99.000","-99.000","21.400","","16.100",""
"C0Z020","2020-02-03 23:00:00","211.000","0.000","0.100","16.100","0.990","996.900","","0.000","-99.000","-99.000","-99.000","22.100","","12.200",""
"C0I380","2020-02-03 23:00:00","258.000","0.000","0.200","14.100","0.990","989.800","","0.000","-99.000","-99.000","-99.000","23.500","","11.700",""
"C0D560","2020-02-03 23:00:00","147.000","37.000","1.200","15.500","0.840","1005.600","","0.000","-99.000","-99.000","-99.000","21.300","","12.800",""
"C0Z220","2020-02-03 23:00:00","589.000","220.000","0.400","13.700","1.000","955.600","","0.000","-99.000","-99.000","-99.000","17.900","","10.500",""
"C0R220","2020-02-03 23:00:00","23.000","52.000","1.100","17.400","1.000","1018.200","","0.000","-99.000","-99.000","-99.000","24.600","","13.700",""
"C0A870","2020-02-03 23:00:00","685.000","38.000","6.800","12.500","1.000","941.200","","5.000","-99.000","-99.000","-99.000","17.800","","11.300",""
